Fa13.BD.MLB.DN 26|AB731631.1.2765 0.152947 790 0.248294
Sp13.BD.MM110.DD 288|FN668296.1.1471 0.003238 1470 0.003224
Sp13.BD.MM110.DD 1063|GU305780.1.1493 0.003219 1490 0.003162
Sp13.BD.MM110.DD 529|HM856482.1.1436 0.002968 1436 0.003025
Sp13.BD.MM110.DD 907|JN868979.1.1477 0.002938 1281 0.003357
Sp13.BD.MM110.DD 115|HM856480.1.1443 0.002937 1374 0.003128
Sp13.BD.MM110.DD 551|FN668111.1.1480 0.002887 1476 0.002863
Sp13.BD.MM110.DD 167|FQ658568.1.1343 0.002705 1287 0.003076
Sp13.BD.MM110.DD 859|FJ744961.1.1302 0.002704 1250 0.003166
Sp13.BD.MM110.DD 309|DQ316368.1.1499 0.002501 1473 0.002485
Sp13.BD.MM110.DD 202|FJ916094.1.1516 0.002486 1328 0.002740
Sp13.BD.MM110.DD 376|FN668103.1.1487 0.002422 1450 0.002445
Sp13.BD.MM110.DD 350|EU803246.1.1420 0.002034 1420 0.002096
Sp13.BD.MM110.DD 93|EU800793.1.1504 0.001912 1399 0.002000
Sp13.BD.MM110.DD 757|HM856543.1.1435 0.001871 1435 0.001908
Sp13.BD.MM110.DD 398|JX406245.1.1480 0.001825 1479 0.001806
Sp13.BD.MM110.DD 392|HM856568.1.1440 0.001751 1434 0.001787
Sp13.BD.MM110.DD 538|HM856394.1.1444 0.001532 1302 0.001722
Sp13.BD.MM110.DD 294|FN668282.1.1495 0.001346 1406 0.001401
Sp13.BD.MM110.DD 44|FN668038.1.1504 0.001283 1502 0.001250
Sp13.BD.MM110.DD 87|JX448591.1.1333 0.001019 1325 0.001126
Sp13.BD.MM110.DD 364|HE574393.1.1371 0.000832 1371 0.000888
Sp13.BD.MM110.DD 460|EU803429.1.1495 0.000810 1480 0.000801
Sp13.BD.MM110.DD 228|GQ340298.1.1380 0.000747 1375 0.000795
Sp13.BD.MM110.DD 137|EU800626.1.1421 0.000643 1217 0.000773
Sp13.BD.MM110.DD 565|HM856572.1.1446 0.000611 1431 0.000625
Sp13.BD.MM110.DD 403|GU305784.1.1481 0.000598 1480 0.000591
Sp13.BD.MM110.DD 531|GU127189.1.1207 0.000460 1179 0.000571
Sp13.BD.MM110.DD 11|EU268110.1.1441 0.000230 1187 0.000284
Sp13.BD.MM110.DD 89|FJ612132.1.1468 0.000207 1218 0.000249
Sp13.BD.MM110.DD 120|FJ800522.1.1446 0.000002 1205 0.000002
Sp13.BD.MM110.SD 30|HM856442.1.1457 0.043398 1454 0.043591
Sp13.BD.MM110.SD 113|HM856514.1.1453 0.041466 1451 0.041737
Sp13.BD.MM110.SD 23|HF968499.1.1413 0.031547 1412 0.032630
Sp13.BD.MM110.SD 206|EU234306.1.1531 0.031406 1524 0.030097
Sp13.BD.MM110.SD 275|JN869138.1.1528 0.030570 1528 0.029219
Sp13.BD.MM110.SD 67|FJ827860.1.1495 0.030231 1494 0.029552
Sp13.BD.MM110.SD 602|JN869127.1.1530 0.028968 1530 0.027652
Sp13.BD.MM110.SD 70|AF316759.1.1492 0.028409 1489 0.027865
Sp13.BD.MM110.SD 143|AACY020469740.331.1809 0.025470 1471 0.025288
Sp13.BD.MM110.SD 11|GU305718.1.1477 0.024803 1472 0.024609
Sp13.BD.MM110.SD 46|AB753961.1.1451 0.021440 1446 0.021655
Sp13.BD.MM110.SD 226|FJ502260.1.1488 0.020982 1480 0.020705
Sp13.BD.MM110.SD 227|HM856478.1.1434 0.020302 1433 0.020691
Sp13.BD.MM110.SD 539|EU803972.1.1450 0.017488 1449 0.017626
Sp13.BD.MM110.SD 612|EU801704.1.1457 0.016362 1455 0.016423
Sp13.BD.MM110.SD 64|EU801138.1.1451 0.016141 1450 0.016258
Sp13.BD.MM110.SD 247|GU305778.1.1502 0.015634 1474 0.015490
Sp13.BD.MM110.SD 901|HM129768.1.1441 0.015380 1439 0.015609
Sp13.BD.MM110.SD 909|EU801684.1.1497 0.015289 1497 0.014916
Sp13.BD.MM110.SD 1244|GU305780.1.1493 0.014391 1490 0.014106
Sp13.BD.MM110.SD 708|JN868973.1.1510 0.014093 1510 0.013631
Sp13.BD.MM110.SD 464|HE574393.1.1371 0.014050 1371 0.014967
Sp13.BD.MM110.SD 745|FN668267.1.1475 0.012983 1474 0.012864
Sp13.BD.MM110.SD 80|EU234298.1.1510 0.012981 1482 0.012792
Sp13.BD.MM110.SD 186|HM856573.1.1433 0.012961 1429 0.013246
Sp13.BD.MM110.SD 63|GQ340104.1.1392 0.012811 1386 0.013499
Sp13.BD.MM110.SD 104|HM128747.1.1413 0.012769 1410 0.013226
Sp13.BD.MM110.SD 200|EU802033.1.1495 0.012592 1495 0.012301
Sp13.BD.MM110.SD 1122|GU305794.1.1495 0.011399 1494 0.011143
Sp13.BD.MM110.SD 626|AY947917.1.1436 0.011325 1428 0.011582
Sp13.BD.MM110.SD 281|GU305713.1.1448 0.011230 1447 0.011335
Sp13.BD.MM110.SD 167|FN668181.1.1494 0.011162 1494 0.010911
Sp13.BD.MM110.SD 3|EU803219.1.1277 0.010816 1257 0.012567
Sp13.BD.MM110.SD 678|JN869087.1.1523 0.010662 1522 0.010231
Sp13.BD.MM110.SD 424|GU305786.1.1496 0.010623 1493 0.010392
Sp13.BD.MM110.SD 137|JF429280.1.1446 0.010532 1441 0.010674
Sp13.BD.MM110.SD 456|EU803932.1.1481 0.010419 1479 0.010288
Sp13.BD.MM110.SD 761|X65557.1.1772 0.010175 1762 0.008434
Sp13.BD.MM110.SD 9|FN668103.1.1487 0.009763 1478 0.009647
Sp13.BD.MM110.SD 102|EU117805.1.1508 0.009386 1507 0.009096
Sp13.BD.MM110.SD 58|EU803976.1.1247 0.009178 1247 0.010749
Sp13.BD.MM110.SD 560|FN668226.1.1475 0.008438 1475 0.008355
Sp13.BD.MM110.SD 45|EU801243.1.1477 0.008142 1476 0.008056
Sp13.BD.MM110.SD 75|EU800486.1.1500 0.007954 1491 0.007791
Sp13.BD.MM110.SD 48|EU703387.1.1470 0.007694 1456 0.007718
Sp13.BD.MM110.SD 116|GU305764.1.1479 0.007522 1479 0.007428
Sp13.BD.MM110.SD 273|EU803528.1.1498 0.007415 1493 0.007253
Sp13.BD.MM110.SD 427|EU800415.1.1480 0.007287 1478 0.007201
Sp13.BD.MM110.SD 803|EU802050.1.1484 0.007214 1474 0.007148
Sp13.BD.MM110.SD 683|EU703454.1.1487 0.006793 1463 0.006781
Sp13.BD.MM110.SD 106|FN668038.1.1504 0.006182 1504 0.006003
Sp13.BD.MM110.SD 915|FJ916094.1.1516 0.006136 1493 0.006002
Sp13.BD.MM110.SD 157|FJ827865.1.1489 0.006109 1486 0.006004
Sp13.BD.MM110.SD 179|EU801266.1.1487 0.005912 1463 0.005902
Sp13.BD.MM110.SD 1278|GU305758.1.1477 0.005882 1477 0.005816
Sp13.BD.MM110.SD 473|EU803758.1.1451 0.005862 1450 0.005904
Sp13.BD.MM110.SD 491|GU068021.1.1740 0.005729 1401 0.005972
Sp13.BD.MM110.SD 6|EU801113.1.1479 0.005623 1479 0.005553
Sp13.BD.MM110.SD 903|FJ800537.1.1470 0.005266 1467 0.005243
Sp13.BD.MM110.SD 679|FN668296.1.1471 0.005106 1470 0.005073
Sp13.BD.MM110.SD 443|HM856480.1.1443 0.004989 1440 0.005060
Sp13.BD.MM110.SD 839|AY752124.1.1378 0.004906 1377 0.005203
Sp13.BD.MM110.SD 375|HM856521.1.1435 0.004852 1423 0.004980
Sp13.BD.MM110.SD 337|KJ201907.67259.68729 0.004392 1423 0.004508
Sp13.BD.MM110.SD 877|FJ612257.1.1429 0.004363 1429 0.004459
Sp13.BD.MM110.SD 412|HM135075.1.1737 0.004330 1681 0.003762
Sp13.BD.MM110.SD 617|EU801912.1.1498 0.004171 1493 0.004080
Sp13.BD.MM110.SD 990|FJ827886.1.1488 0.003999 1485 0.003933
Sp13.BD.MM110.SD 294|HM856414.1.1443 0.003858 1439 0.003916
Sp13.BD.MM110.SD 1280|EU801201.1.1477 0.003844 1473 0.003811
Sp13.BD.MM110.SD 278|FJ744961.1.1302 0.003743 1177 0.004644
Sp13.BD.MM110.SD 239|FN668111.1.1480 0.003729 1469 0.003707
Sp13.BD.MM110.SD 615|FJ820488.1.1477 0.003672 1351 0.003970
Sp13.BD.MM110.SD 147|FQ658568.1.1343 0.003605 1341 0.003926
Sp13.BD.MM110.SD 224|HM856519.1.1451 0.003516 1417 0.003624
Sp13.BD.MM110.SD 702|FN668187.1.1489 0.003512 1482 0.003461
Sp13.BD.MM110.SD 811|EU800860.1.1489 0.003374 1487 0.003314
Sp13.BD.MM110.SD 259|JN626758.1.1348 0.002960 1342 0.003221
Sp13.BD.MM110.SD 1135|FR683650.1.1439 0.002946 1426 0.003017
Sp13.BD.MM110.SD 383|DQ228391.1.1451 0.002919 1344 0.003172
Sp13.BD.MM110.SD 1350|GQ340107.1.1394 0.002868 1354 0.003094
Sp13.BD.MM110.SD 387|JN868979.1.1477 0.002803 1453 0.002817
Sp13.BD.MM110.SD 1692|GU305770.1.1482 0.002759 1467 0.002747
Sp13.BD.MM110.SD 824|EU801985.1.1479 0.002425 1479 0.002395
Sp13.BD.MM110.SD 997|GU305838.1.1486 0.002379 1477 0.002352
Sp13.BD.MM110.SD 225|EU800363.1.1479 0.002345 1478 0.002317
Sp13.BD.MM110.SD 190|HM856380.1.1434 0.002162 1432 0.002205
Sp13.BD.MM110.SD 642|EU802061.1.1487 0.002151 1479 0.002124
Sp13.BD.MM110.SD 585|HM856533.1.1444 0.002111 1441 0.002140
Sp13.BD.MM110.SD 261|FN668198.1.1485 0.002103 1476 0.002081
Sp13.BD.MM110.SD 774|DQ316362.1.1500 0.001878 1463 0.001875
Sp13.BD.MM110.SD 60|EU703171.1.1433 0.001841 1391 0.001933
Sp13.BD.MM110.SD 454|FJ800536.1.1472 0.001819 1470 0.001807
Sp13.BD.MM110.SD 733|JQIO01000292.890395.892182 0.001762 1239 0.002077
Sp13.BD.MM110.SD 1121|EU803429.1.1495 0.001666 1489 0.001634
Sp13.BD.MM110.SD 899|FN668197.1.1487 0.001622 1454 0.001629
Sp13.BD.MM110.SD 209|FJ916097.1.1512 0.001610 1510 0.001557
Sp13.BD.MM110.SD 270|HM856543.1.1435 0.001589 1434 0.001618
Sp13.BD.MM110.SD 300|GQ340110.1.1425 0.001571 1410 0.001627
Sp13.BD.MM110.SD 1087|EU802021.1.1480 0.001425 1479 0.001407
Sp13.BD.MM110.SD 426|HM446104.1.1450 0.001391 1430 0.001421
Sp13.BD.MM110.SD 236|FN668122.1.1350 0.001362 1343 0.001481
Sp13.BD.MM110.SD 210|JNSL01000092.13637.15084 0.001348 1435 0.001372
Sp13.BD.MM110.SD 1392|JN868983.1.1477 0.001328 1452 0.001336
Sp13.BD.MM110.SD 326|LN681457.1.1390 0.001290 1390 0.001355
Sp13.BD.MM110.SD 14|FN668279.1.1481 0.001281 1481 0.001263
Sp13.BD.MM110.SD 44|FN668075.1.1481 0.001185 1481 0.001169
Sp13.BD.MM110.SD 1559|JN626854.1.1296 0.001109 1225 0.001322
Sp13.BD.MM110.SD 643|FJ612244.1.1443 0.001067 1439 0.001083
Sp13.BD.MM110.SD 659|EU803628.1.1486 0.001037 1486 0.001019
Sp13.BD.MM110.SD 105|FJ612217.1.1493 0.001027 1484 0.001011
Sp13.BD.MM110.SD 1063|HM856482.1.1436 0.000985 1435 0.001002
Sp13.BD.MM110.SD 395|HM856401.1.1436 0.000849 1432 0.000866
Sp13.BD.MM110.SD 365|JX448591.1.1333 0.000846 1258 0.000982
Sp13.BD.MM110.SD 812|EU801256.1.1501 0.000803 1498 0.000783
Sp13.BD.MM110.SD 135|EU803423.1.1450 0.000791 1448 0.000798
Sp13.BD.MM110.SD 241|DQ316368.1.1499 0.000760 1463 0.000759
Sp13.BD.MM110.SD 556|HM856448.1.1440 0.000747 1437 0.000759
Sp13.BD.MM110.SD 353|FN668188.1.1485 0.000694 1334 0.000760
Sp13.BD.MM110.SD 293|HM856572.1.1446 0.000623 1443 0.000631
Sp13.BD.MM110.SD 345|FJ612232.1.1505 0.000582 1455 0.000584
Sp13.BD.MM110.SD 159|HM856473.1.1443 0.000415 1439 0.000421
Sp13.BD.MM110.SD 794|AY752108.1.1394 0.000373 1393 0.000391
Sp13.BD.MM110.SD 88|HM856385.1.1431 0.000296 1429 0.000303
Sp13.BD.MM110.SD 927|FN668106.1.1476 0.000281 1420 0.000289
Sp13.BD.MM110.SD 1428|EU800951.1.1447 0.000238 1439 0.000242
Sp13.BD.MM110.SD 616|FJ800522.1.1446 0.000183 1443 0.000185
Sp13.BD.MM110.SD 767|FN668105.1.1474 0.000148 1465 0.000148
Sp13.BD.MM110.SD 328|EU803244.1.1267 0.000119 1266 0.000137
Sp13.BD.MM110.SD 35|HM856384.1.1422 0.000116 1413 0.000120
Sp13.BD.MM110.SD 868|FN668273.1.1478 0.000115 1478 0.000114
Sp13.BD.MM110.SD 764|GU305756.1.1480 0.000102 1480 0.000101
Sp13.BD.MM110.SD 382|FN668272.1.1326 0.000085 1326 0.000094
Sp13.BD.MM110.SN 41|EU803419.1.1450 0.050961 1450 0.051071
Sp13.BD.MM110.SN 64|HM856514.1.1453 0.041514 1453 0.041517
Sp13.BD.MM110.SN 25|AACY020469740.331.1809 0.039810 1478 0.039140
Sp13.BD.MM110.SN 515|HE600664.2.1467 0.034201 1466 0.033901
Sp13.BD.MM110.SN 45|AF316759.1.1492 0.032261 1490 0.031463
Sp13.BD.MM110.SN 189|HM856485.1.1437 0.028109 1437 0.028424
Sp13.BD.MM110.SN 35|FJ800523.1.1472 0.026607 1468 0.026337
Sp13.BD.MM110.SN 17|HM856500.1.1441 0.026590 1407 0.027462
Sp13.BD.MM110.SN 761|GU305745.1.1479 0.025183 1479 0.024742
Sp13.BD.MM110.SN 279|EU800356.1.1503 0.023809 1502 0.023034
Sp13.BD.MM110.SN 1248|JN869138.1.1528 0.021582 1528 0.020524
Sp13.BD.MM110.SN 358|HM856484.1.1457 0.021186 1455 0.021159
Sp13.BD.MM110.SN 314|EU803528.1.1498 0.018505 1498 0.017951
Sp13.BD.MM110.SN 79|GU305778.1.1502 0.018277 1438 0.018469
Sp13.BD.MM110.SN 481|EU803246.1.1420 0.017372 1420 0.017777
Sp13.BD.MM110.SN 586|HM856450.1.1435 0.016847 1434 0.017072
Sp13.BD.MM110.SN 165|AB753961.1.1451 0.016799 1449 0.016847
Sp13.BD.MM110.SN 12|FJ800537.1.1470 0.016415 1466 0.016271
Sp13.BD.MM110.SN 824|FN668226.1.1475 0.014981 1475 0.014759
Sp13.BD.MM110.SN 240|FJ502260.1.1488 0.014740 1486 0.014414
Sp13.BD.MM110.SN 669|AY947917.1.1436 0.014136 1428 0.014385
Sp13.BD.MM110.SN 7|FN668267.1.1475 0.014017 1475 0.013809
Sp13.BD.MM110.SN 439|EU800816.1.1493 0.013471 1493 0.013111
Sp13.BD.MM110.SN 21|EU234298.1.1510 0.013318 1483 0.013050
Sp13.BD.MM110.SN 316|GU305704.1.1491 0.013213 1483 0.012947
Sp13.BD.MM110.SN 181|EU801389.1.1485 0.013185 1478 0.012963
Sp13.BD.MM110.SN 222|EU803219.1.1277 0.012453 1277 0.014170
Sp13.BD.MM110.SN 242|FN668181.1.1494 0.012273 1483 0.012026
Sp13.BD.MM110.SN 359|KF499995.1.1373 0.012186 1323 0.013385
Sp13.BD.MM110.SN 689|GU305764.1.1479 0.011780 1477 0.011590
Sp13.BD.MM110.SN 210|FN668103.1.1487 0.010105 1473 0.009969
Sp13.BD.MM110.SN 52|GU305786.1.1496 0.009940 1495 0.009662
Sp13.BD.MM110.SN 91|FJ916097.1.1512 0.009730 1508 0.009376
Sp13.BD.MM110.SN 4|AZHS01000013.11871.13367 0.009621 1496 0.009345
Sp13.BD.MM110.SN 277|EU800415.1.1480 0.009533 1473 0.009404
Sp13.BD.MM110.SN 82|EU801201.1.1477 0.009143 1477 0.008995
Sp13.BD.MM110.SN 228|JN868973.1.1510 0.009084 1510 0.008742
Sp13.BD.MM110.SN 33|HM856570.1.1436 0.009078 1432 0.009212
Sp13.BD.MM110.SN 13|DQ316358.1.1315 0.008988 1282 0.010188
Sp13.BD.MM110.SN 476|EU803503.1.1472 0.008576 1471 0.008472
Sp13.BD.MM110.SN 334|GU305742.1.1480 0.008412 1479 0.008265
Sp13.BD.MM110.SN 276|EF520495.1.1471 0.007909 1455 0.007899
Sp13.BD.MM110.SN 203|EU703387.1.1470 0.007814 1460 0.007777
Sp13.BD.MM110.SN 593|JN397777.1.1449 0.007555 1423 0.007715
Sp13.BD.MM110.SN 16|FJ827886.1.1488 0.006899 1485 0.006751
Sp13.BD.MM110.SN 62|LN681457.1.1390 0.006789 1389 0.007102
Sp13.BD.MM110.SN 766|EU802050.1.1484 0.006669 1466 0.006610
Sp13.BD.MM110.SN 49|FJ800536.1.1472 0.006473 1472 0.006390
Sp13.BD.MM110.SN 297|AY752108.1.1394 0.006469 1392 0.006753
Sp13.BD.MM110.SN 746|GU305795.1.1496 0.006319 1493 0.006150
Sp13.BD.MM110.SN 418|JN869127.1.1530 0.006071 1529 0.005770
Sp13.BD.MM110.SN 166|AY752087.1.1375 0.006066 1372 0.006425
Sp13.BD.MM110.SN 98|GU305843.1.1490 0.005878 1489 0.005736
Sp13.BD.MM110.SN 850|HM128747.1.1413 0.005874 1398 0.006106
Sp13.BD.MM110.SN 820|JF429280.1.1446 0.005742 1403 0.005947
Sp13.BD.MM110.SN 388|AB930824.1.1437 0.005665 1433 0.005745
Sp13.BD.MM110.SN 42|EU801912.1.1498 0.005632 1496 0.005471
Sp13.BD.MM110.SN 287|HM856573.1.1433 0.005613 1433 0.005692
Sp13.BD.MM110.SN 385|HM135075.1.1737 0.005347 1689 0.004600
Sp13.BD.MM110.SN 492|FN668187.1.1489 0.005286 1487 0.005166
Sp13.BD.MM110.SN 502|EU801266.1.1487 0.005198 1448 0.005216
Sp13.BD.MM110.SN 84|FN668204.1.1480 0.005164 1466 0.005119
Sp13.BD.MM110.SN 72|EU802061.1.1487 0.005156 1484 0.005049
Sp13.BD.MM110.SN 152|FQ658568.1.1343 0.004783 1313 0.005293
Sp13.BD.MM110.SN 859|GU305713.1.1448 0.004771 1448 0.004788
Sp13.BD.MM110.SN 218|HM856519.1.1451 0.004639 1439 0.004685
Sp13.BD.MM110.SN 23|HM856482.1.1436 0.004445 1435 0.004501
Sp13.BD.MM110.SN 14|EU703454.1.1487 0.004444 1445 0.004469
Sp13.BD.MM110.SN 139|FJ827865.1.1489 0.004278 1489 0.004175
Sp13.BD.MM110.SN 262|KJ201907.67259.68729 0.004254 1464 0.004222
Sp13.BD.MM110.SN 509|AY752126.1.1426 0.004179 1417 0.004286
Sp13.BD.MM110.SN 442|GQ340107.1.1394 0.004131 1380 0.004350
Sp13.BD.MM110.SN 365|DQ228391.1.1451 0.004012 1427 0.004085
Sp13.BD.MM110.SN 395|GU068021.1.1740 0.003935 1430 0.003999
Sp13.BD.MM110.SN 249|HM856533.1.1444 0.003906 1441 0.003939
Sp13.BD.MM110.SN 662|DQ316368.1.1499 0.003905 1482 0.003829
Sp13.BD.MM110.SN 271|AJ575707.1.1442 0.003815 1415 0.003918
Sp13.BD.MM110.SN 236|FN668303.1.1462 0.003789 1434 0.003840
Sp13.BD.MM110.SN 193|HM856414.1.1443 0.003513 1439 0.003547
Sp13.BD.MM110.SN 469|EU803597.1.1315 0.003320 1314 0.003672
Sp13.BD.MM110.SN 86|HM127101.1.1420 0.003223 1392 0.003365
Sp13.BD.MM110.SN 190|X65557.1.1772 0.003198 1616 0.002876
Sp13.BD.MM110.SN 853|FJ820488.1.1477 0.002847 1474 0.002807
Sp13.BD.MM110.SN 275|DQ316362.1.1500 0.002816 1464 0.002795
Sp13.BD.MM110.SN 11|JN868979.1.1477 0.002764 1435 0.002799
Sp13.BD.MM110.SN 202|FJ827863.1.1488 0.002725 1487 0.002663
Sp13.BD.MM110.SN 44|HM856480.1.1443 0.002074 1436 0.002099
Sp13.BD.MM110.SN 206|GU305784.1.1481 0.002060 1479 0.002024
Sp13.BD.MM110.SN 678|FN668105.1.1474 0.002047 1467 0.002028
Sp13.BD.MM110.SN 159|HM856448.1.1440 0.001994 1437 0.002016
Sp13.BD.MM110.SN 881|FJ827858.1.1495 0.001820 1488 0.001777
Sp13.BD.MM110.SN 1072|JN626806.1.1333 0.001819 1024 0.002581
Sp13.BD.MM110.SN 205|FJ744961.1.1302 0.001767 1163 0.002208
Sp13.BD.MM110.SN 964|EU800300.1.1497 0.001741 1497 0.001690
Sp13.BD.MM110.SN 441|EU803792.1.1474 0.001648 1474 0.001625
Sp13.BD.MM110.SN 101|GU305773.1.1492 0.001612 1396 0.001678
Sp13.BD.MM110.SN 200|FN668272.1.1326 0.001554 1326 0.001703
Sp13.BD.MM110.SN 776|FN668111.1.1480 0.001513 1471 0.001495
Sp13.BD.MM110.SN 948|JQIO01000292.890395.892182 0.001346 1494 0.001309
Sp13.BD.MM110.SN 1047|HM446104.1.1450 0.001210 1395 0.001260
Sp13.BD.MM110.SN 490|FN668122.1.1350 0.001101 1346 0.001189
Sp13.BD.MM110.SN 250|HM856385.1.1431 0.001081 1431 0.001098
Sp13.BD.MM110.SN 456|FJ612257.1.1429 0.000966 1428 0.000983
Sp13.BD.MM110.SN 676|JX448591.1.1333 0.000876 1250 0.001018
Sp13.BD.MM110.SN 81|HM856401.1.1436 0.000837 1431 0.000850
Sp13.BD.MM110.SN 503|FN668197.1.1487 0.000826 1475 0.000814
Sp13.BD.MM110.SN 623|GU305756.1.1480 0.000789 1480 0.000775
Sp13.BD.MM110.SN 296|FN668075.1.1481 0.000701 1479 0.000689
Sp13.BD.MM110.SN 527|HM856473.1.1443 0.000687 1435 0.000696
Sp13.BD.MM110.SN 1473|EU801240.1.1500 0.000675 1301 0.000754
Sp13.BD.MM110.SN 1038|HM856404.1.1433 0.000669 1426 0.000682
Sp13.BD.MM110.SN 105|FN668282.1.1495 0.000655 1405 0.000677
Sp13.BD.MM110.SN 292|FJ612244.1.1443 0.000585 1443 0.000589
Sp13.BD.MM110.SN 477|HM856572.1.1446 0.000551 1439 0.000556
Sp13.BD.MM110.SN 158|EU803293.1.1474 0.000526 1473 0.000519
Sp13.BD.MM110.SN 1304|GU127189.1.1207 0.000484 1202 0.000585
Sp13.BD.MM110.SN 126|HM856569.1.1447 0.000393 1437 0.000397
Sp13.BD.MM110.SN 809|FJ800522.1.1446 0.000356 1438 0.000360
Sp13.BD.MM110.SN 435|FJ612232.1.1505 0.000343 1450 0.000344
Sp13.BD.MM110.SN 789|EU803932.1.1481 0.000330 1477 0.000325
Sp13.BD.MM110.SN 207|EU803972.1.1450 0.000252 1450 0.000253
Sp13.BD.MM110.SN 545|EU803628.1.1486 0.000230 1486 0.000225
Sp13.BD.MM110.SN 92|EU800467.1.1276 0.000157 1275 0.000179
Sp13.BD.MM110.SN 177|FN668038.1.1504 0.000137 1502 0.000133
Sp13.BD.MM110.SN 568|EU803463.1.1270 0.000094 1270 0.000108
Sp13.BD.MM110.SN 96|HM856384.1.1422 0.000075 1417 0.000077
Sp13.BD.MM110.SN 531|EU801138.1.1451 0.000070 1451 0.000070
Sp13.BD.MM110.SN 163|EU800500.1.1497 0.000061 1473 0.000060
Sp13.BD.MM110.SN 219|GU305780.1.1493 0.000020 1490 0.000020
Sp13.BD.MM15.DD.A 650|HE600664.2.1467 0.098888 1466 0.097146
Sp13.BD.MM15.DD.A 265|CP002056.133281.134806 0.044608 1513 0.042461
Sp13.BD.MM15.DD.A 387|EU803972.1.1450 0.037362 1449 0.037135
Sp13.BD.MM15.DD.A 36|EU801544.1.1297 0.035146 1295 0.039086
Sp13.BD.MM15.DD.A 53|FJ502260.1.1488 0.033887 1467 0.033267
Sp13.BD.MM15.DD.A 433|HM856514.1.1453 0.033128 1449 0.032926
Sp13.BD.MM15.DD.A 266|EU801573.1.1497 0.032709 1487 0.031679
Sp13.BD.MM15.DD.A 1507|EU801918.1.1492 0.028287 1427 0.028548
Sp13.BD.MM15.DD.A 970|EU800816.1.1493 0.026142 1490 0.025268
Sp13.BD.MM15.DD.A 130|EU801147.1.1480 0.025216 1416 0.025647
Sp13.BD.MM15.DD.A 707|EU802152.1.1466 0.024541 1447 0.024425
Sp13.BD.MM15.DD.A 62|HM856573.1.1433 0.023847 1416 0.024254
Sp13.BD.MM15.DD.A 42|EU800077.1.1407 0.023533 1404 0.024139
Sp13.BD.MM15.DD.A 9|HM129165.1.1437 0.022935 1436 0.023002
Sp13.BD.MM15.DD.A 137|JN868757.1.1504 0.021713 1504 0.020792
Sp13.BD.MM15.DD.A 176|EF043285.1.1782 0.018652 1743 0.015411
Sp13.BD.MM15.DD.A 274|AB753961.1.1451 0.017874 1446 0.017802
Sp13.BD.MM15.DD.A 141|EU703387.1.1470 0.017477 1467 0.017157
Sp13.BD.MM15.DD.A 421|GU305838.1.1486 0.016330 1356 0.017344
Sp13.BD.MM15.DD.A 392|FN668267.1.1475 0.016096 1471 0.015759
Sp13.BD.MM15.DD.A 148|AY752124.1.1378 0.015873 1377 0.016601
Sp13.BD.MM15.DD.A 24|EU802050.1.1484 0.015862 1479 0.015446
Sp13.BD.MM15.DD.A 136|AACY020469740.331.1809 0.015633 1471 0.015305
Sp13.BD.MM15.DD.A 1173|FJ800523.1.1472 0.015088 1452 0.014965
Sp13.BD.MM15.DD.A 252|EU801113.1.1479 0.015013 1478 0.014629
Sp13.BD.MM15.DD.A 156|EU801738.1.1482 0.014082 1473 0.013768
Sp13.BD.MM15.DD.A 877|EU234298.1.1510 0.012811 1486 0.012416
Sp13.BD.MM15.DD.A 428|EU802033.1.1495 0.012702 1404 0.013029
Sp13.BD.MM15.DD.A 174|AJ575707.1.1442 0.012490 1436 0.012526
Sp13.BD.MM15.DD.A 12|EU801389.1.1485 0.012141 1458 0.011993
Sp13.BD.MM15.DD.A 216|JF429280.1.1446 0.011969 1435 0.012012
Sp13.BD.MM15.DD.A 462|EU801906.1.1470 0.011257 1469 0.011036
Sp13.BD.MM15.DD.A 58|FJ827860.1.1495 0.010911 1486 0.010575
Sp13.BD.MM15.DD.A 15|EU801912.1.1498 0.010325 1492 0.009966
Sp13.BD.MM15.DD.A 4614|CP002056.133281.134806_m63 0.009964 1513 0.009484
Sp13.BD.MM15.DD.A 11|FN668111.1.1480 0.009834 1479 0.009576
Sp13.BD.MM15.DD.A 89|HQ324882.1.1478 0.009393 1450 0.009329
Sp13.BD.MM15.DD.A 1297|GU305706.1.1485 0.009224 1482 0.008964
Sp13.BD.MM15.DD.A 1018|HQ532763.1.1516 0.008676 1493 0.008369
Sp13.BD.MM15.DD.A 23|HM856480.1.1443 0.008414 1422 0.008522
Sp13.BD.MM15.DD.A 422|FJ827863.1.1488 0.007544 1486 0.007311
Sp13.BD.MM15.DD.A 371|JN626805.1.1338 0.007007 1330 0.007587
Sp13.BD.MM15.DD.A 33|FJ745191.1.1322 0.007000 1105 0.009123
Sp13.BD.MM15.DD.A 264|JQIO01000292.890395.892182 0.006773 904 0.010790
Sp13.BD.MM15.DD.A 1048|FJ612352.1.1449 0.006658 1304 0.007353
Sp13.BD.MM15.DD.A 412|GU305845.1.1493 0.006552 1469 0.006423
Sp13.BD.MM15.DD.A 595|AB771855.1.1667 0.006468 1604 0.005807
Sp13.BD.MM15.DD.A 581|EU802021.1.1480 0.006174 1432 0.006209
Sp13.BD.MM15.DD.A 143|JX448591.1.1333 0.006083 1298 0.006749
Sp13.BD.MM15.DD.A 295|FJ612174.1.1445 0.005932 1435 0.005953
Sp13.BD.MM15.DD.A 715|GU305764.1.1479 0.005893 1475 0.005754
